citation_key,arxiv_id,title,year,categories,published,decision,reason,pass2_evidence,dossiers,formal_supersession,review_status,url
Priya2026PaladinPolicyFramework,2603.10228,Paladin: A Policy Framework for Securing Cloud APIs by Combining Application Context with Generative AI,2026,cs.CR,2026-03-10T20:55:48Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2603.10228
Pereira2026CrBenchEvaluating,2603.11078,CR-Bench: Evaluating the Real-World Utility of AI Code Review Agents,2026,cs.SE;cs.AI;cs.CL,2026-03-10T21:29:42Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.11078
PradasGomez2026DuctileAgenticLlm,2603.10249,DUCTILE: Agentic LLM Orchestration of Engineering Analysis in Product Development Practice,2026,cs.SE;cs.AI;cs.HC,2026-03-10T22:00:47Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.10249
Ahmed2026SpecopsFullyAutomated0080c72,2603.10268,SpecOps: A Fully Automated AI Agent Testing Framework in Real-World GUI Environments,2026,cs.SE,2026-03-10T22:56:03Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2603.10268
Thornton2026SemanticChameleonCorpus,2603.18034,Semantic Chameleon: Corpus-Dependent Poisoning Attacks and Defenses in RAG Systems,2026,cs.CR;cs.AI;cs.LG,2026-03-10T23:15:13Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2603.18034
Liu2026QualityDrivenAgentic,2603.11082,Quality-Driven Agentic Reasoning for LLM-Assisted Software Design: Questions-of-Thoughts (QoT) as a Time-Series Self-QA Chain,2026,cs.SE;cs.AI,2026-03-10T23:49:09Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.11082
Yu2026OrthogonalVulnerabilitiesGenerative,2603.10323,The Orthogonal Vulnerabilities of Generative AI Watermarks: A Comparative Empirical Benchmark of Spatial and Latent Provenance,2026,cs.CR;cs.CV,2026-03-11T01:47:18Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.10323
Shan2026DonTLet,2603.10387,Don't Let the Claw Grip Your Hand: A Security Analysis and Defense Framework for OpenClaw,2026,cs.CR,2026-03-11T04:09:05Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.10387
Meng2026VulnagentR2Evidence,2603.13384,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,2026,cs.SE;cs.AI,2026-03-11T04:57:17Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.13384
Kim2026AttackDefenseLandscape,2603.11088,The Attack and Defense Landscape of Agentic AI: A Comprehensive Survey,2026,cs.CR;cs.AI,2026-03-11T05:25:55Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.11088
Kim2026NaVeExposure,2603.10504,Naïve Exposure of Generative AI Capabilities Undermines Deepfake Detection,2026,cs.CR;cs.AI;cs.CV,2026-03-11T07:58:38Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.10504
Guo2026IhChallengeTraining,2603.10521,IH-Challenge: A Training Dataset to Improve Instruction Hierarchy on Frontier LLMs,2026,cs.AI;cs.CL;cs.CR;cs.LG,2026-03-11T08:27:09Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.10521
Zeng2026UnderstandingByReconstruction,2603.11103,Understanding by Reconstruction: Reversing the Software Development Process for LLM Pretraining,2026,cs.SE,2026-03-11T09:23:20Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.11103
Hoang2026EsgReportingLifecycle,2603.10646,ESG Reporting Lifecycle Management with Large Language Models and AI Agents,2026,cs.SE,2026-03-11T11:05:58Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.10646
Geger2026FromEducationEvidence,2603.10679,From Education to Evidence: A Collaborative Practice Research Platform for AI-Integrated Agile Development,2026,cs.SE,2026-03-11T11:44:42Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.10679
Pennas2026PrefixwallMitigatingPrefix,2603.10726,PrefixWall: Mitigating Prefix Caching Side Channels in Shared LLM Systems,2026,cs.CR;cs.DC;cs.LG,2026-03-11T12:59:12Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.10726
He2026AttriguardDefeatingIndirectc5f637a,2603.10749,AttriGuard: Defeating Indirect Prompt Injection in LLM Agents via Causal Attribution of Tool Invocations,2026,cs.CR,2026-03-11T13:23:46Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2603.10749
Zhang2026NurtureFirstAgent,2603.10808,Nurture-First Agent Development: Building Domain-Expert AI Agents Through Conversational Knowledge Crystallization,2026,cs.AI;cs.HC;cs.SE,2026-03-11T14:14:53Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.10808
Xiong2026WebweaverBreakingTopology,2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,2026,cs.CR;cs.AI,2026-03-11T16:04:25Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.11132
Damie2026TosssCveBased,2603.10969,TOSSS: a CVE-based Software Security Benchmark for Large Language Models,2026,cs.LG;cs.CL;cs.CR;cs.SE,2026-03-11T16:54:01Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2603.10969
Wang2026SystematicScalingAnalysis,2603.11149,Systematic Scaling Analysis of Jailbreak Attacks in Large Language Models,2026,cs.LG;cs.CR,2026-03-11T17:38:08Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.11149
Wendlinger2026SecurityByDesign,2603.11212,Security-by-Design for LLM-Based Code Generation: Leveraging Internal Representations for Concept-Driven Steering Mechanisms,2026,cs.CR;cs.LG,2026-03-11T18:28:06Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.11212
Tang2026ExecverifyWhiteBox,2603.11226,ExecVerify: White-Box RL with Verifiable Stepwise Rewards for Code Execution Reasoning,2026,cs.SE,2026-03-11T18:49:45Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.11226
Fu2026SynthesisLoopEvaluation,2603.11287,"Synthesis-in-the-Loop Evaluation of LLMs for RTL Generation: Quality, Reliability, and Failure Modes",2026,cs.AR;cs.SE,2026-03-11T20:26:58Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.11287
Ganhotra2026ResolvingJavaCode,2603.11356,Resolving Java Code Repository Issues with iSWE Agent,2026,cs.SE;cs.AI;cs.MA,2026-03-11T22:43:55Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.11356
Tan2026AutoverifixHighCorrectness,2603.11489,AutoVeriFix+: High-Correctness RTL Generation via Trace-Aware Causal Fix and Semantic Redundancy Pruning,2026,cs.PL;cs.AR,2026-03-12T03:15:57Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.11489
Chen2026KepoKnowledgeEvolution,2603.11501,KEPo: Knowledge Evolution Poison on Graph-based Retrieval-Augmented Generation,2026,cs.LG;cs.AI;cs.CR,2026-03-12T03:40:30Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2603.11501
Sigdel2026SchemaFirstTool,2603.13404,"Schema First Tool APIs for LLM Agents: A Controlled Study of Tool Misuse, Recovery, and Budgeted Performance",2026,cs.SE;cs.AI,2026-03-12T07:11:16Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.13404
Deng2026TamingOpenclawSecurity,2603.11619,Taming OpenClaw: Security Analysis and Mitigation of Autonomous LLM Agent Threats,2026,cs.CR;cs.AI,2026-03-12T07:24:05Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.11619
Li2026OpenclawPrismZero,2603.11853,"OpenClaw PRISM: A Zero-Fork, Defense-in-Depth Runtime Security Layer for Tool-Augmented LLM Agents",2026,cs.CR,2026-03-12T12:20:12Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.11853
Kao2026YouToldMe,2603.11862,You Told Me to Do It: Measuring Instructional Text-induced Private Data Leakage in LLM Agents,2026,cs.CR;cs.AI,2026-03-12T12:35:46Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.11862
Yu2026HumanLoopFuzz,2603.13411,Human in the Loop for Fuzz Testing: Literature Review and the Road Ahead,2026,cs.SE;cs.HC,2026-03-12T12:39:16Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13411
Cheng2026QuareQualityAware,2603.11890,QUARE: Quality-Aware Requirements Analysis through Multi-Agent Dialectical Negotiation,2026,cs.SE,2026-03-12T13:03:01Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.11890
Chu2026UnderstandingLlmBehavior,2603.11914,Understanding LLM Behavior When Encountering User-Supplied Harmful Content in Harmless Tasks,2026,cs.CR;cs.AI,2026-03-12T13:29:38Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.11914
Kropiunig2026CredibilityMattersMotivations,2603.12000,"Credibility Matters: Motivations, Characteristics, and Influence Mechanisms of Crypto Key Opinion Leaders",2026,cs.SI;cs.CR;cs.CY;cs.HC;econ.GN,2026-03-12T14:47:47Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.12000
Zhang2026NeuroSymbolicGeneration,2603.13414,Neuro-Symbolic Generation and Validation of Memory-Aware Formal Function Specifications,2026,cs.SE;cs.AI,2026-03-12T15:02:26Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13414
Banerjee2026CascadeComposingSoftware,2603.12023,Cascade: Composing Software-Hardware Attack Gadgets for Adversarial Threat Amplification in Compound AI Systems,2026,cs.CR;cs.AI,2026-03-12T15:03:51Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2603.12023
Bonetto2026SpectralguardDetectingMemory,2603.12414,SpectralGuard: Detecting Memory Collapse Attacks in State Space Models,2026,cs.LG;cs.CR,2026-03-12T19:52:37Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.12414
Wang2026AcceleratingSuffixJailbreak,2603.13420,Accelerating Suffix Jailbreak attacks with Prefix-Shared KV-cache,2026,cs.CR;cs.AI,2026-03-12T21:07:20Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13420
Zhao2026SafescreenSafetyFirst,2604.03264,SafeScreen: A Safety-First Screening Framework for Personalized Video Retrieval for Vulnerable Users,2026,cs.CV;cs.AI;cs.CR,2026-03-12T21:28:10Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2604.03264
Li2026CompileCompressBoosting,2604.18587,Compile to Compress: Boosting Formal Theorem Provers by Compiler Outputs,2026,cs.LG;cs.AI;cs.LO;cs.PL,2026-03-13T01:33:20Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2604.18587
Cheng2026AgentPrivilegeSeparation,2603.13424,Agent Privilege Separation in OpenClaw: A Structural Defense Against Prompt Injection,2026,cs.CR;cs.AI,2026-03-13T02:03:00Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2603.13424
Huang2026BeyondVerifiableRewards,2604.16335,Beyond Verifiable Rewards: Rubric-Based GRM for Reinforced Fine-Tuning SWE Agents,2026,cs.LG;cs.AI;cs.SE,2026-03-13T02:23:49Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2604.16335
Wu2026ChainfuzzerGreyboxFuzzing,2603.12614,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,2026,cs.SE;cs.CR,2026-03-13T03:35:54Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.12614
Ying2026UncoveringSecurityThreats,2603.12644,Uncovering Security Threats and Architecting Defenses in Autonomous Agents: A Case Study of OpenClaw,2026,cs.CR,2026-03-13T04:33:05Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.12644
Parmar2026SeparatingIntelligenceFrom,2605.00827,Separating Intelligence from Execution: A Workflow Engine for the Model Context Protocol,2026,cs.DC;cs.AI;cs.SE,2026-03-13T05:12:14Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2605.00827
Ding2026ColludingLoraCompositional,2603.12681,Colluding LoRA: A Compositional Vulnerability in LLM Safety Alignment,2026,cs.CR;cs.LG,2026-03-13T05:53:15Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.12681
Du2026DesignSpecificationTiling,2603.12712,Design-Specification Tiling for ICL-based CAD Code Generation,2026,cs.SE;cs.LG,2026-03-13T06:46:43Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.12712
Lauer2026HumanCenteredEvaluation,2603.12895,Human-Centered Evaluation of an LLM-Based Process Modeling Copilot: A Mixed-Methods Study with Domain Experts,2026,cs.HC;cs.AI;cs.SE,2026-03-13T10:59:23Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.12895
Reis2026DomainSpecificLanguage,2604.13046,A Domain-Specific Language for LLM-Driven Trigger Generation in Multimodal Data Collection,2026,cs.DB;cs.CL;cs.IR;cs.LG;cs.PL,2026-03-13T11:53:42Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2604.13046
Schon2026TeachingAgileRequirements,2603.12925,Teaching Agile Requirements Engineering: A Stakeholder Simulation with Generative AI,2026,cs.SE;cs.HC,2026-03-13T12:07:52Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.12925
Guan2026NormcodeCanvasMaking,2603.13443,NormCode Canvas: Making LLM Agentic Workflows Development Sustainable via Case-Based Reasoning,2026,cs.SE;cs.AI;cs.PL,2026-03-13T12:59:22Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.13443
Egolf2026CanLlmsPerform,2603.20264,Can LLMs Perform Synthesis?,2026,cs.PL;cs.LO,2026-03-13T13:35:10Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.20264
Yin2026PismithReinforcementLearning,2603.13026,PISmith: Reinforcement Learning-based Red Teaming for Prompt Injection Defenses,2026,cs.LG;cs.CR,2026-03-13T14:34:54Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.13026
Acharya2026SemanticConsensusProcess,2604.16339,Semantic Consensus: Process-Aware Conflict Detection and Resolution for Enterprise Multi-Agent LLM Systems,2026,cs.AI;cs.MA;cs.SE,2026-03-13T14:55:38Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2604.16339
Dumont2026DrcyAgenticHardware,2603.15672,DRCY: Agentic Hardware Design Reviews,2026,cs.AR;cs.AI;cs.SE,2026-03-13T15:37:58Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.15672
She2026AgentrmOsInspired,2603.13110,AgentRM: An OS-Inspired Resource Manager for LLM Agent Systems,2026,cs.OS,2026-03-13T16:07:20Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.13110
Li2026PurifyingGenerativeLlms308144e,2603.13461,Purifying Generative LLMs from Backdoors without Prior Knowledge or Clean Reference,2026,cs.CR;cs.AI;cs.LG,2026-03-13T17:09:37Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2603.13461
Awal2026MoekdMixtureExperts,2603.13213,MoEKD: Mixture-of-Experts Knowledge Distillation for Robust and High-Performing Compressed Code Models,2026,cs.SE,2026-03-13T17:49:01Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.13213
Chakraborty2026CtiRealmBenchmark,2603.13517,CTI-REALM: Benchmark to Evaluate Agent Performance on Security Detection Rule Generation Capabilities,2026,cs.CR,2026-03-13T18:48:40Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2603.13517
Zaman2026PrivacyPreservingMachine,2603.13570,Privacy-Preserving Machine Learning for IoT: A Cross-Paradigm Survey and Future Roadmap,2026,cs.LG;cs.CR,2026-03-13T20:19:18Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13570
Maiorano2026AutomatedSelfTesting,2603.15676,Automated Self-Testing as a Quality Gate: Evidence-Driven Release Management for LLM Applications,2026,cs.SE;cs.AI,2026-03-13T20:44:15Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.15676
Damouni2026AdaptiveVirtualReality,2603.13639,Adaptive Virtual Reality Museum: A Closed-Loop Framewor for Engagement-Aware Cultural Heritage,2026,cs.HC;cs.MM;cs.SE,2026-03-13T22:46:19Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13639
Jiralerspong2026NoticingWatcherLlm,2603.16928,Noticing the Watcher: LLM Agents Can Infer CoT Monitoring from Blocking Feedback,2026,cs.CR;cs.LG,2026-03-14T00:12:14Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.16928
Horikawa2026DoAiAgents,2603.13723,Do AI Agents Really Improve Code Readability?,2026,cs.SE,2026-03-14T03:01:10Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.13723
Liu2026CodingEyesVisual,2604.19750,Coding with Eyes: Visual Feedback Unlocks Reliable GUI Code Generating and Debugging,2026,cs.SE;cs.AI;cs.HC,2026-03-14T05:40:30Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2604.19750
Ling2026SirensWhisperInaudible429a8f1,2603.13847,Sirens' Whisper: Inaudible Near-Ultrasonic Jailbreaks of Speech-Driven LLMs,2026,cs.CR;cs.AI;cs.SD,2026-03-14T09:01:48Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2603.13847
Schlatholter2026ReqtocodeEmbeddingRequirements,2603.13999,ReqToCode: Embedding Requirements Traceability as a Structural Property of the Codebase,2026,cs.SE,2026-03-14T16:00:09Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.13999
Moti2026LegacytranslateLlmBased,2603.14054,LegacyTranslate: LLM-based Multi-Agent Method for Legacy Code Translation,2026,cs.SE,2026-03-14T17:51:07Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.14054
Thorgeirsson2026ComputerScienceAchievement,2603.14133,Computer Science Achievement and Writing Skills Predict Vibe Coding Proficiency,2026,cs.HC;cs.SE,2026-03-14T21:42:22Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.14133
Jenny2026ActivationSurgeryJailbreaking,2603.14278,Activation Surgery: Jailbreaking White-box LLMs without Touching the Prompt,2026,cs.CR,2026-03-15T08:24:38Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.14278
Guan2026AexNonIntrusive,2603.14283,AEX: Non-Intrusive Multi-Hop Attestation and Provenance for LLM APIs,2026,cs.CR;cs.AI,2026-03-15T08:42:39Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2603.14283
Li2026StateDependentSafety,2603.15684,State-Dependent Safety Failures in Multi-Turn Language Model Interaction,2026,cs.CR;cs.AI,2026-03-15T12:13:01Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2603.15684
Kumar2026GenerationHumanComprehensible,2603.14341,Generation of Human Comprehensible Access Control Policies from Audit Logs,2026,cs.CR;cs.LG,2026-03-15T12:21:27Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.14341
Cheng2026CangjiebenchBenchmarkingLlms,2603.14501,CangjieBench: Benchmarking LLMs on a Low-Resource General-Purpose Programming Language,2026,cs.SE;cs.AI;cs.CL,2026-03-15T17:35:03Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.14501
Sisodia2026FromNaturalLanguage,2604.13048,From Natural Language to PromQL: A Catalog-Driven Framework with Dynamic Temporal Resolution for Cloud-Native Observability,2026,cs.DB;cs.AI;cs.SE,2026-03-15T18:48:15Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2604.13048
Bhati2026LlmAugmentedRelease,2603.14619,LLM-Augmented Release Intelligence: Automated Change Summarization and Impact Analysis in Cloud-Native CI/CD Pipelines,2026,cs.SE;cs.AI,2026-03-15T21:30:52Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.14619
Rao2026S2NBignumBench,2603.14628,s2n-bignum-bench: A practical benchmark for evaluating low-level code reasoning of LLMs,2026,cs.PL;cs.AI;cs.CR;cs.LO,2026-03-15T21:55:59Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.14628
Erez2026WhenScannersLie,2603.14633,When Scanners Lie: Evaluator Instability in LLM Red-Teaming,2026,cs.CR;cs.PF,2026-03-15T22:08:16Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.14633
Wang2026AgenttraceCausalGraph,2603.14688,AgentTrace: Causal Graph Tracing for Root Cause Analysis in Deployed Multi-Agent Systems,2026,cs.LG;cs.AI;cs.SE,2026-03-16T00:46:44Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2603.14688
Peng2026BeyondLocalCode,2603.14703,Beyond Local Code Optimization: Multi-Agent Reasoning for Software System Optimization,2026,cs.SE;cs.AI,2026-03-16T01:21:50Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.14703
Zhang2026LooselyStructuredSoftware,2603.15690,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",2026,cs.SE;cs.AI,2026-03-16T02:07:34Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2603.15690
Ming2026P2Rag,2603.14778,P$^2$RAG: Efficient Privacy-Preserving RAG Service Supporting Arbitrary Top-$k$ Retrieval,2026,cs.CR;cs.AI,2026-03-16T03:19:39Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2603.14778
Wang2026VibecontractMissingQuality,2603.15691,VibeContract: The Missing Quality Assurance Piece in Vibe Coding,2026,cs.SE,2026-03-16T03:30:46Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.15691
